4.5,3.6,0.949
4.5,3.8,0.949
4.5,4,0.95
4.75,0.2,0.874
4.75,0.4,0.877
4.75,0.6,0.881
4.75,0.8,0.887
4.75,1,0.894
4.75,1.2,0.899
4.75,1.4,0.904
4.75,1.6,0.913
4.75,1.8,0.92
4.75,2,0.924
4.75,2.2,0.925
4.75,2.4,0.929
4.75,2.6,0.932
4.75,2.8,0.938
4.75,3,0.94
4.75,3.2,0.941
4.75,3.4,0.943
4.75,3.6,0.944
4.75,3.8,0.944
4.75,4,0.947
5,0.2,0.868
5,0.4,0.871
5,0.6,0.874
5,0.8,0.879
5,1,0.885
5,1.2,0.89
5,1.4,0.896
5,1.6,0.902
5,1.8,0.908
5,2,0.914
5,2.2,0.92
5,2.4,0.924
5,2.6,0.925
5,2.8,0.928
5,3,0.931
5,3.2,0.935
5,3.4,0.939
5,3.6,0.94
5,3.8,0.941
5,4,0.942
5.25,0.2,0.859
5.25,0.4,0.861
5.25,0.6,0.866
5.25,0.8,0.871
5.25,1,0.877
5.25,1.2,0.883
5.25,1.4,0.888
5.25,1.6,0.894
5.25,1.8,0.899
5.25,2,0.905
5.25,2.2,0.909
5.25,2.4,0.914
5.25,2.6,0.92
5.25,2.8,0.922
5.25,3,0.924
5.25,3.2,0.925
5.25,3.4,0.929
5.25,3.6,0.932
5.25,3.8,0.936
5.25,4,0.94
5.5,0.2,0.854
5.5,0.4,0.851
5.5,0.6,0.855
5.5,0.8,0.86
5.5,1,0.869
5.5,1.2,0.875
5.5,1.4,0.88
5.5,1.6,0.884
5.5,1.8,0.891
5.5,2,0.895
5.5,2.2,0.899
5.5,2.4,0.905
5.5,2.6,0.909
5.5,2.8,0.914
5.5,3,0.919
5.5,3.2,0.922
5.5,3.4,0.924
5.5,3.6,0.925
5.5,3.8,0.927
5.5,4,0.93
5.75,0.2,0.848
5.75,0.4,0.846
5.75,0.6,0.848
5.75,0.8,0.851
5.75,1,0.856
5.75,1.2,0.866
5.75,1.4,0.872
5.75,1.6,0.876
5.75,1.8,0.883
5.75,2,0.886
5.75,2.2,0.891
5.75,2.4,0.895
5.75,2.6,0.899
5.75,2.8,0.905
5.75,3,0.907
5.75,3.2,0.912
5.75,3.4,0.918
5.75,3.6,0.92
5.75,3.8,0.923
5.75,4,0.924
6,0.2,0.842
6,0.4,0.839
6,0.6,0.841
6,0.8,0.843
6,1,0.848
6,1.2,0.854
6,1.4,0.858
6,1.6,0.868
6,1.8,0.873
6,2,0.88
6,2.2,0.884
6,2.4,0.887
6,2.6,0.89
6,2.8,0.895
6,3,0.899
6,3.2,0.904
6,3.4,0.906
6,3.6,0.91
6,3.8,0.914
6,4,0.919
